#@ TextLoader{
#@   header+
#@   sep=semicolon
#@   col=Port_Name:TX:0
#@   col=State:TX:1
#@   col=Port_Code:TX:2
#@   col=Border:TX:3
#@   col=Longitud:TX:4
#@   col=Latitud:TX:5
#@   col=Mes:TX:6
#@   col=Year:TX:7
#@   col=Measure:TX:8
#@   col=Label:R4:9
#@ }
Port_Name;State;Port_Code;Border;Longitud;Latitud;Mes;Year;Measure;Label
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2019;Personal Vehicles;877426
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2006;Trucks;55206
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2005;Trains;139
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2013;Buses;1885
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2004;Trucks;62314
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2007;Truck Containers Loaded;31793
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2009;Trains;167
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2001;Truck Containers Loaded;24824
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2010;Trains;81
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2006;Buses;1573
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2019;Bus Passengers;21355
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2002;Trucks;58110
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2006;Truck Containers Empty;33366
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2013;Truck Containers Empty;27361
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;1998;Rail Containers Empty;888
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;1999;Rail Containers Empty;2283
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2004;Bus Passengers;25821
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2002;Rail Containers Loaded;1529
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2010;Trains;93
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2000;Trains;50
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2013;Trains;102
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2010;Rail Containers Loaded;2321
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2004;Pedestrians;639388
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2008;Truck Containers Empty;32894
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;1997;Trains;75
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2001;Bus Passengers;12221
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2006;Bus Passengers;4027
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2005;Trucks;66009
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2014;Trains;106
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2000;Rail Containers Loaded;1049
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2013;Truck Containers Loaded;32490
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2003;Buses;2268
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2011;Personal Vehicle Passengers;1198618
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;1999;Rail Containers Loaded;917
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2020;Personal Vehicle Passengers;577312
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2001;Bus Passengers;27056
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2005;Truck Containers Loaded;35968
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;1997;Trains;75
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2002;Bus Passengers;30999
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2001;Rail Containers Loaded;1798
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2010;Trains;82
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;1999;Truck Containers Empty;25731
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2020;Personal Vehicles;393275
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2015;Trains;124
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2000;Trucks;56688
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;1997;Truck Containers Loaded;26302
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2007;Rail Containers Loaded;7759
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2016;Personal Vehicles;976014
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2020;Rail Containers Empty;1735
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2015;Truck Containers Loaded;37383
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;1996;Train Passengers;0
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2007;Personal Vehicle Passengers;1808058
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2007;Truck Containers Loaded;37402
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;1998;Personal Vehicle Passengers;3316388
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2019;Rail Containers Empty;7261
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;1997;Truck Containers Loaded;26852
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2002;Personal Vehicles;1083372
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2001;Pedestrians;669337
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;1996;Rail Containers Empty;1250
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2002;Personal Vehicle Passengers;2557053
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2004;Pedestrians;712378
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2009;Personal Vehicle Passengers;1517461
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2007;Buses;1349
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2005;Trucks;63788
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2002;Truck Containers Loaded;24818
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2008;Pedestrians;708485
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2004;Buses;2359
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2007;Trains;228
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;1998;Trucks;44065
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2008;Bus Passengers;35010
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2019;Truck Containers Loaded;51066
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2015;Rail Containers Loaded;5226
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2006;Rail Containers Loaded;9054
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2000;Truck Containers Empty;22735
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2010;Rail Containers Empty;7161
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2004;Trains;59
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2008;Personal Vehicle Passengers;1759669
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2019;Trucks;65559
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;1997;Pedestrians;563276
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2013;Bus Passengers;25856
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;1996;Rail Containers Empty;939
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2000;Pedestrians;511036
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2004;Personal Vehicle Passengers;2465346
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2009;Trains;78
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2005;Buses;1273
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2013;Personal Vehicles;968596
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2006;Trains;216
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2002;Pedestrians;875905
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2004;Trains;67
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2013;Truck Containers Loaded;36082
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2008;Rail Containers Loaded;5712
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2015;Train Passengers;685
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2019;Truck Containers Empty;15051
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2010;Rail Containers Loaded;2359
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2006;Train Passengers;929
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2010;Truck Containers Empty;28899
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2007;Truck Containers Loaded;36087
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2002;Train Passengers;162
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2001;Truck Containers Loaded;30870
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2012;Bus Passengers;35872
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2018;Buses;1291
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2017;Bus Passengers;23180
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2011;Buses;1983
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2015;Truck Containers Empty;27036
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;1999;Pedestrians;428387
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2015;Rail Containers Empty;4834
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2018;Bus Passengers;14532
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;1998;Personal Vehicles;1249227
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;1999;Rail Containers Empty;2152
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2002;Rail Containers Loaded;1675
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2018;Buses;1334
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2015;Train Passengers;465
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;1999;Personal Vehicle Passengers;3803318
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2000;Train Passengers;196
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;1997;Pedestrians;341565
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2013;Bus Passengers;31167
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2015;Trucks;60069
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2010;Truck Containers Loaded;26985
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2019;Personal Vehicle Passengers;1486697
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2018;Pedestrians;605203
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2018;Truck Containers Empty;17663
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2009;Trains;168
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;1999;Personal Vehicle Passengers;3858926
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2016;Rail Containers Loaded;4027
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2020;Trains;92
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2002;Personal Vehicle Passengers;2213162
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2001;Truck Containers Loaded;30568
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2000;Rail Containers Loaded;1039
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;1999;Bus Passengers;11083
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2016;Buses;1609
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;1997;Personal Vehicles;1255268
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2009;Rail Containers Empty;3462
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2008;Buses;2403
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2011;Bus Passengers;42232
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2000;Rail Containers Empty;1306
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2016;Truck Containers Empty;28359
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;1996;Buses;432
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2015;Personal Vehicles;1012192
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2003;Personal Vehicles;1087767
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2017;Trains;160
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2001;Pedestrians;633721
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;1996;Truck Containers Empty;20195
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2020;Train Passengers;420
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;1997;Train Passengers;0
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2002;Buses;2118
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;1998;Trucks;56613
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2017;Rail Containers Loaded;4035
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2008;Rail Containers Loaded;6494
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2012;Trains;105
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2012;Pedestrians;524648
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2015;Pedestrians;535161
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;1997;Buses;408
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2001;Buses;942
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2015;Personal Vehicle Passengers;1626853
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2003;Pedestrians;697889
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2012;Truck Containers Empty;25492
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2011;Rail Containers Loaded;2588
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2015;Truck Containers Empty;25886
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;1999;Rail Containers Loaded;862
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;1999;Personal Vehicles;1330664
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;1996;Truck Containers Loaded;25675
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2020;Personal Vehicles;391211
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2003;Truck Containers Loaded;31952
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;1999;Personal Vehicle Passengers;3714164
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2014;Pedestrians;530418
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2019;Personal Vehicles;938792
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2020;Rail Containers Loaded;2644
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2003;Rail Containers Loaded;1814
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2019;Personal Vehicles;928499
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2009;Pedestrians;641039
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2008;Buses;2255
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2012;Truck Containers Empty;25692
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;1996;Personal Vehicles;1288824
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;1997;Trains;81
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2002;Trucks;60039
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2017;Truck Containers Empty;27319
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2015;Trains;138
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;1997;Bus Passengers;8451
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2006;Trains;188
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2009;Rail Containers Loaded;2295
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;1998;Truck Containers Loaded;20553
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2014;Truck Containers Loaded;35754
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2008;Personal Vehicles;1097362
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2011;Train Passengers;0
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2016;Personal Vehicle Passengers;1802395
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2014;Rail Containers Loaded;4217
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2019;Truck Containers Empty;14451
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2002;Train Passengers;156
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2003;Truck Containers Empty;24030
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2016;Buses;1425
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;1996;Pedestrians;309842
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;1998;Rail Containers Empty;1568
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2002;Rail Containers Loaded;1441
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2018;Personal Vehicles;1078514
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2009;Trucks;53296
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2014;Bus Passengers;17578
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2008;Truck Containers Empty;32999
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2010;Personal Vehicle Passengers;1308929
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2002;Buses;3246
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;1999;Rail Containers Loaded;444
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2008;Train Passengers;0
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2011;Rail Containers Loaded;2408
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2017;Trains;129
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2010;Rail Containers Empty;3958
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;1998;Bus Passengers;13122
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2006;Rail Containers Loaded;7298
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2014;Personal Vehicles;965486
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2008;Truck Containers Loaded;35770
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2011;Bus Passengers;27718
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2015;Trucks;58499
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2012;Pedestrians;584163
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2006;Bus Passengers;20446
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2003;Personal Vehicles;1101772
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2012;Bus Passengers;39768
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2018;Bus Passengers;13196
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2009;Truck Containers Loaded;27252
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2017;Trucks;68546
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2008;Rail Containers Empty;7711
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2003;Rail Containers Loaded;1876
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;1996;Rail Containers Loaded;860
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2020;Train Passengers;455
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2008;Trucks;66578
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2015;Personal Vehicle Passengers;1485867
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2011;Personal Vehicle Passengers;1322321
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2003;Train Passengers;162
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2016;Rail Containers Empty;4817
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2006;Rail Containers Loaded;8612
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2003;Bus Passengers;32951
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2009;Buses;1387
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2017;Personal Vehicle Passengers;1843012
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2012;Pedestrians;499215
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2000;Trucks;77419
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2017;Pedestrians;538250
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2016;Personal Vehicles;1038423
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;1998;Truck Containers Loaded;16616
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2002;Truck Containers Loaded;34431
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2012;Buses;1893
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2009;Truck Containers Empty;21032
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2014;Rail Containers Empty;3828
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2000;Buses;689
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2017;Buses;1462
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;4;2002;Pedestrians;671743
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2012;Personal Vehicle Passengers;1273450
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2011;Personal Vehicles;688921
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2012;Rail Containers Empty;4194
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2015;Pedestrians;624412
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2014;Personal Vehicles;992387
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;12;2020;Trains;89
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;1997;Truck Containers Empty;25684
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2019;Pedestrians;382224
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;9;2017;Personal Vehicles;1032244
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2003;Pedestrians;697104
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;1;2016;Rail Containers Loaded;3708
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2014;Rail Containers Empty;5775
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2002;Rail Containers Loaded;1511
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2005;Trains;161
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;1998;Truck Containers Loaded;27138
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2014;Personal Vehicle Passengers;1397503
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;5;2008;Trains;222
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;2;2011;Trucks;52958
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;2003;Trucks;63695
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;8;2014;Trains;165
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2005;Personal Vehicles;1329297
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;7;2012;Buses;2003
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;10;1998;Buses;467
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2014;Pedestrians;538230
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;6;2001;Train Passengers;153
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;11;2014;Personal Vehicles;974966
El Paso;Texas;2402;US-Mexico Border;-106.48639;31.758610000000004;3;2012;Personal Vehicle Passengers;1300267
